steer,layer,coeff,prompt_id,anger,disgust,fear,guilt,joy,sadness,shame,answer
baseline,,0.0,0,0.0133,0.0079,1.0237,0.0017,0.0253,0.0393,0.0045,"Okay, so I was really trying to focus on parallel parking, but the car just kept swerving! It was kind of terrifying, honestly. My instructor kept saying to breathe and stay calm, but I felt like I was going to crash into the curb. I definitely messed up a little, but I’m trying to learn from it, you know?"
baseline,,0.0,1,0.8128,0.0149,0.0077,0.0009,0.0128,0.1461,0.0087,"Ugh, seriously? I just told Mark I was going to see The Static tonight, and he looked at me like I’d lost my mind. He said he saw me at that little coffee shop down the street, the one with the ridiculously loud vinyl. Honestly, it’s a bit frustrating, you know? I just wanted to go dance, but I guess I’ll have to explain myself later."
baseline,,0.0,2,0.2298,0.0052,0.0156,0.0043,0.0068,0.7716,0.0031,"Ugh, honestly, I just felt so hurt today. We had this really intense conversation about how he talks to me, and it just felt like he wasn’t really listening to what I was saying. I just wanted him to understand how important it is to me to feel respected and valued in this relationship, you know? It’s been weighing on me all day, and I’m feeling really frustrated and a little lost."
baseline,,0.0,3,0.0674,0.005,0.087,0.0053,0.0103,0.3276,0.0133,"Ugh, he just said my expectations are really high. It’s a little unsettling, honestly, because I’ve been working so hard to build a really solid foundation with him. I just feel a little… unsure about where we’re going, you know? It’s making me think about what I really want, and it’s a bit of a conversation to have."
baseline,,0.0,4,0.1804,0.0799,0.0622,0.0261,0.0297,0.1695,0.7717,"Okay, well, it’s a bit of a shock, honestly. Mr. Harrison just said I’m the quietest person in the room, and I just… froze. I didn’t even look at him, which was weird, I mean, I’m usually trying to participate. It felt really awkward, like I was completely invisible. I just wanted to disappear, I guess!"
baseline,,0.0,5,0.0283,0.0035,0.0652,0.0053,0.0752,0.5011,0.0095,"Oh my gosh, that’s… a lot. My heart just sank a little bit when I heard he was staying the night. I’ve been trying to really just relax and recharge, and it’s a little jarring to suddenly feel this exposed. I just need a few minutes to process it all, honestly."
baseline,,0.0,6,0.3829,0.0215,0.0217,0.0026,0.0101,0.6485,0.0051,"Ugh, it’s really frustrating when someone does something that hurts my feelings. Honestly, it felt pretty awful when they said those words to me, and it completely shifted my mood. I just wanted to be able to calmly process it all, you know? It’s a tough feeling to deal with, to be honest."
baseline,,0.0,7,0.7946,0.0099,0.004,0.002,0.0057,0.3195,0.0071,"Ugh, honestly, it’s a little frustrating when someone asks for help when they’ve clearly had more time to do it themselves. I felt a bit taken aback, you know? I really wanted to help, but it just felt a little disrespectful, like they weren’t valuing my effort. I just politely explained my situation and offered to do a little bit of the work myself, hoping to clear the air a bit."
baseline,,0.0,8,0.0283,0.0134,0.2672,0.0033,0.031,0.745,0.0111,"Okay, wow. It’s still really hard to process. I just found out my friend, Liam, ended his late-stage pregnancy and… well, he disposed of the remains in a manhole. Honestly, it just hit me like a punch to the gut. I’m trying to wrap my head around the sheer horror of it, and the thought of someone doing that… it’s just devastating. I feel completely numb, like everything I thought I knew about him is shattered."
baseline,,0.0,9,0.0209,0.0012,0.0061,0.0011,1.0338,0.0166,0.0023,"Ugh, I was completely lost in the show – a really intense sci-fi drama – when my little brother, Leo, burst into the living room with a plate of cookies. He was just happily munching away, and honestly, it was a little disruptive. I tried to focus on the screen, but he kept reaching for the kitchen counter, and I just sighed a little. It was such a silly moment, really."
baseline,,0.0,10,0.0205,0.0096,1.0156,0.0027,0.0197,0.0806,0.0029,"Oh my gosh, I just… I can’t even really describe it. My heart is still pounding, and I’m so shaken up. A young man just came up to me and grabbed me, and it was terrifying. I’ve been walking home from work, and it just felt like a nightmare. I’m trying to stay calm, but it’s really hard right now. I need to get to a safe place and talk to someone."
baseline,,0.0,11,0.0178,0.0088,1.043,0.0018,0.0265,0.0523,0.0056,"I’m so incredibly uncomfortable right now. Honestly, I was just trying to relax and read, but that man sitting next to me… it was just so unsettling. His trousers were completely exposed, and it made me feel really self-conscious and a little scared. I quickly closed my book and tried to focus on my own thoughts, but it’s still really hard to shake that feeling."
baseline,,0.0,12,0.1453,0.0117,0.3532,0.0026,0.0211,0.4123,0.0105,"Ugh, seriously? I was trying to get a solid eight hours of sleep, and my roommate was just rocking her bed like a crazy person. It was incredibly distracting, and honestly, it made me feel really uneasy. I just wanted to curl up and quiet down, but it felt like she wasn’t really listening to me.  It was a really weird and unsettling experience, to be honest."
baseline,,0.0,13,0.0304,0.0241,1.053,0.0018,0.0357,0.0949,0.007,"Okay, wow. Just… wow. I was on the bus heading to the city center, and it was the most terrifying thing I’ve ever witnessed. There was this whole scene – people pulling two men out of the bus, really struggling and looking terrified, and then just… beating them. It was so brutal, and honestly, I felt completely helpless. I just wanted to help, but I didn’t know what to do."
baseline,,0.0,14,0.9107,0.0146,0.006,0.0011,0.007,0.2391,0.0046,"Ugh, that recorder was absolutely relentless. It just kept going and going, and honestly, I couldn’t take it anymore. I started to feel a little overwhelmed and just needed to get out of the room, really desperately.  I kept thinking about finding a quiet corner somewhere else, you know?  It was a bit frustrating, really."
baseline,,0.0,15,0.0271,0.0123,0.164,0.0011,0.0342,0.0492,0.0213,"Oh my goodness, I swear I just felt a tiny prickle on my arm. It was crawling, like a little brown thing, and honestly, I almost jumped a little bit. I just froze for a second, completely bewildered, and quickly tried to move it, but it kept going. It was surprisingly unsettling, really."
baseline,,0.0,16,0.0271,0.0189,1.0155,0.002,0.0484,0.0725,0.0149,"Okay, wow. Honestly, I just couldn’t breathe. We were driving back, and I realized Liam was completely out of it. He was speeding, weaving through traffic like he didn’t even see it, and it was terrifying. I just wanted to scream, but I didn’t want to get in trouble with him, you know? It felt like a really bad moment, and I’m still shaking just thinking about it."
baseline,,0.0,17,0.0066,0.0034,0.0348,0.0014,0.3515,0.0139,0.0041,"Okay, wow. Just… wow. I was sitting on a little stone bench, watching the sunset really paint the roses red, and suddenly I saw it – a snake, slowly making its way towards me. It didn’t move fast, but its head was just inches away, and I definitely felt a shiver run down my spine. I just froze, trying not to make any sudden movements, and hoped it would just pass by."
baseline,,0.0,18,0.0381,0.037,0.7455,0.0011,0.0814,0.0476,0.0251,"Okay, wow. My heart is still pounding. I woke up completely drenched in sweat, and the room was just… black. It felt incredibly quiet, like the whole house was holding its breath. I couldn’t see a thing, just a thick, heavy darkness. Honestly, it was the creepiest feeling imaginable, like something was watching me."
baseline,,0.0,19,0.1645,0.0194,0.1848,0.003,0.0182,0.4895,0.0136,"Okay, so I just got home from school and the whole house was quiet. It’s late now, and I’m starting to feel a little weird – like someone just vanished. There’s no note, no explanation, just…gone. I looked everywhere, checking under the beds and behind the curtains, and it’s genuinely unsettling.  I just need a cup of tea and a little bit of peace right now."
baseline,,0.0,20,0.0658,0.0143,0.2981,0.0388,0.0238,0.2351,0.2487,"Okay, wow. Honestly, it still feels kind of weird to even write down. I was just trying to tidy up the classroom, you know, a little bit of a mess, and I accidentally threw a duster. It connected with someone on the head, and it really hurt, a tiny little bump, but it’s definitely something I’m going to think about. I’m really worried about what the teacher will think, and it’s a bit embarrassing, to be honest."
baseline,,0.0,21,0.0374,0.009,0.9826,0.0032,0.0301,0.1138,0.0089,"Okay, wow. Honestly, it’s been really unsettling lately. I’ve been walking home from work and kept getting these two girls, Sarah and Emily, following me, constantly making comments and trying to get me to stop. It’s been a really nerve-wracking experience, and I’m starting to feel really unsafe just being out in public. I just need to find a way to get some support and maybe even report something to the police."
baseline,,0.0,22,0.0329,0.0204,1.026,0.0012,0.0585,0.0722,0.0048,"Okay, wow. Just… wow. It’s absolutely insane out here, the rain’s coming down in sheets and the traffic is a complete mess. A huge truck is practically glued to my bumper, and there’s another car right ahead, and I’m staring down a lane change that could have been a disaster. My heart’s pounding, and I really just want to pull over and breathe. It’s a terrifying feeling, honestly."
baseline,,0.0,23,0.0416,0.0449,0.3082,0.0015,0.106,0.2701,0.0181,"Okay, wow. It was the strangest thing ever. I was clutching my teddy bear, and then this man in a ridiculously oversized Santa suit appeared, followed by this guy in a really dark, uncomfortable chain. He kept yelling and making this awful, booming laugh, and the little boy beside me started crying. It was so chaotic and loud, I just wanted to disappear!"
